Title,Rating,Reviews
Highly recommended,Amazing phone in the segment❤️😊Awesome Camera 📸 and Picture Quality 🤩😁Display is Very good 👍😊The best phone in all aspects of the current year 📸💙😎READ MORE,5
Terrific purchase,5🌟🌟🌟🌟🌟 performanceREAD MORE,5
Awesome,"Phone is a Absolute beauty . I specially liked the back panel as it's more simple yet elegant, not like those huge cheap round design like realme phones. Display is 10/10Performance is enough for day to day tasks not recommended for heavy gaming . Stock android is my favourite. I liked this phone so much that it's my second purchase. I also have it's big brother Edge 40 which is far superior than this one in terms of performance. If u can spend a little more than I would recommend Edge 40.READ MORE",5
Delightful,Good productREAD MORE,4
Mind-blowing purchase,Little bit heat issue while using phone during long time and camera lightning issue a little bit..overall it's a good oneREAD MORE,5
Good quality product,Looks very beautifulREAD MORE,4
Super!,Good phoneREAD MORE,5
Terrific purchase,Best mobile I am happyREAD MORE,5
Super!,One of the best mobile I ever used. Camera quality is ultimate.. within 45 minutes full chargedREAD MORE,5
Delightful,Very good mobile phones at this price range 5 start on every aspects.READ MORE,4
Awesome,This is very good phoneREAD MORE,5
Classy product,"Excellent experiance. It looks so great, with great in hand feel, the form factor is the perfect i have ever witnessed.  Stock android, very smooth and fluid. Camera.is also good. Battery is also good.READ MORE",5
Really Nice,GoodREAD MORE,4
Classy product,Good productREAD MORE,5
Pretty good,Awesome smartphone with clean UI 😎READ MORE,4
Does the job,good perfomence...overall ok...... But heating while charging....READ MORE,3
Perfect product!,Good Product.READ MORE,5
Very Good,Best Flagship Phone Under 20k....READ MORE,4
Just wow!,Nice phone on a good budget.READ MORE,5
Perfect product!,Awesome experience love it ❤️❤️😜😝😝READ MORE,5
Perfect product!,Nice best phone 21kREAD MORE,5
Terrific purchase,"Nice performance,Excellent cameraREAD MORE",5
Super!,Amazing product... Best budget phone 👌🏼READ MORE,5
Super!,Product is fine. No issues faced yet.Overall a complete packageREAD MORE,5
Terrific,Great product .....all feature is good...loved it❤️READ MORE,5
Worth the money,"Pros:This phone is superb.The Camera is awesome.The Design is also very nice.The Display is very nice.The Battery is okay thanks to fast charging.Cons The only problem is the protection of its curved display and display is gorilla glass or not sure.         The plastic case given along with product is not up to mark, it can't protect the side edge of the curved screen.READ MORE",4
Excellent,"I really liked mobile. But the thing is I spent a lot of time catching this mobile in stock from Flipkart.Decent Camera in fact impressive, Decent battery, performance is good as I don't play games.But the main thing is no screen protection card by default. I kept my mobile in my pocket with my bike keys. In one day I observed some minor scratches on the screen.I bought black beauty. Which I recommended to purchase.READ MORE",5
Wonderful,Camera is excellentREAD MORE,5
Terrific purchase,NiceREAD MORE,5
Wonderful,Best mobileREAD MORE,4
Great product,Best phone don't think just go for itREAD MORE,5
Excellent,20000 tawjan better degin velu for many disREAD MORE,5
Must buy!,Ultra wide camera😯READ MORE,5
Classy product,Best at this price range.READ MORE,5
Really Nice,This is osm but battery is drain fastREAD MORE,4
Mind-blowing purchase,Good productREAD MORE,5
Highly recommended,Value for money 🥰READ MORE,5
Best in the market!,Best phone looking and workingREAD MORE,5
Must buy!,"Very nice mobile. Good camera quality, great performance, awesome design. Many will fall in love with this phone.READ MORE",5
Waste of money!,Automatic 5G connection was disconnectedREAD MORE,4
Good choice,Overall good except battery performanceREAD MORE,4
Pretty good,Using this phone since a month. Everything is good about this phone in this price segment.READ MORE,4
Worth the money,The Back camera...look...Display is Awesome butFront Camera is Average Charging time Get Over Heat but Charge FastOverall a good phone at this PriceREAD MORE,4
Wonderful,Best mobile display is superREAD MORE,5
Wonderful,Best ph under 20kREAD MORE,4
Super!,Good product in this priceREAD MORE,5
Awesome,It's just awesome.READ MORE,5
Wonderful,Amazing camera with brilliant performance. Battery drained little bit fast.READ MORE,5
Simply awesome,Very goodREAD MORE,5
Mind-blowing purchase,Good smart phone in this price reng good performance killer look awesome display only camera is boost some colour overall good mobil in this priceREAD MORE,5
Value-for-money,"Camera quality osm,, super picREAD MORE",4
Fair,"A better phone but if you are looking for a good camera at this price then this is not for you,, design and other performance are awesomeREAD MORE",3
Just wow!,SuperREAD MORE,5
Great product,Supper smoothREAD MORE,5
Wonderful,Worth mobileREAD MORE,5
Good,Powerfull phoneREAD MORE,5
Terrific,AmagingREAD MORE,5
Just okay,Battery need to optimisation more....Slim body 👍👍👍Camera Avg Motorola gestures awesome 👍👍👍READ MORE,3
Wonderful,It's a nice phone (after using 10 days ) . The only thing is not enough is camera. It's okay but not extra ordinary. Otherwise it's a nice phone for everythingREAD MORE,4
Brilliant,GoodREAD MORE,5
Not good,Camera is not that good as compared to priceAnd this mobile is not waterproof it's speaker 🔊 is damageREAD MORE,2
Brilliant,"Writing this review after one month of use, device is simply great on this introductory price, looks very premium. Only one thing I am concern about is slightly heating issue that can be solved by software update. Further I think moto should include a screen protector sheet out of the box. Getting a good screen protector is really tough for 3d curved screen.READ MORE",5
Wonderful,Just completed few days so can't say anything at present.Thank You.READ MORE,4
Utterly Disappointed,Battery is not good build quality is worst heating issue is major during cameraREAD MORE,1
Good,I personally don't like the camera quality as per specifications. Mobile phone looks good 👍READ MORE,3
Terrific purchase,"Nice performance,Excellent cameraREAD MORE",5
Super!,Amazing product... Best budget phone 👌🏼READ MORE,5
Super!,Product is fine. No issues faced yet.Overall a complete packageREAD MORE,5
Terrific,Great product .....all feature is good...loved it❤️READ MORE,5
Simply awesome,Best mobile in this price range and also in range upto 30k Unmatchable totally enjoying it well done MotorolaREAD MORE,5
Just okay,"One of the best phone, everything is perfect, the display is  best Loved Curved type.Best part 5G network in my area. Lighting fast everythingREAD MORE",3
Excellent,Awesome productBattery 4/5Camera 4.5/5Design   5/5Overall 4/5READ MORE,5
Terrific,Brilliant phone 🤩READ MORE,5
Brilliant,Very nice super phone this segment super fast i am happyREAD MORE,5
Terrific,Perfect midrange phone with wow specification but there is a heating issue.READ MORE,5
Fabulous!,GoodREAD MORE,5
Super!,Best mobile value for money. Design is prettyREAD MORE,5
Great product,NiceREAD MORE,5
Mind-blowing purchase,GoodREAD MORE,5
Highly recommended,Nice mobile phone in this price range . battery is also good .overall phone is amazing 🤩READ MORE,5
Fair,"Looks are impressive, display is the best I've ever seen, problem is with heating issue and speaker output is very dull too.READ MORE",3
Super!,Ok good mobile this price simantREAD MORE,5
Terrific,"So far very nice phone for this deal price, love it 😍READ MORE",5
Mind-blowing purchase,Overall good phone but software update not so fast .READ MORE,5
Does the job,Camera quality is good 👍.READ MORE,3
Super!,Moto Edge is Hype 💪 phone good performanceOnly storage issueREAD MORE,5
Awesome,Overall a good phone for normal usersREAD MORE,5
Wonderful,Super phoneREAD MORE,4
Must buy!,SuperREAD MORE,5
Best in the market!,Osm phn light weight And body digiun vry osmREAD MORE,5
Not good,I didn't expect from this phone like that within 10days of purchase I am facing severe heating problem with battery drainage very fast after full charge it give me only 4 to 5hrs backup also in  camera section it's always produce over saturated image even on normal photo so I totally disappointed which I never thought pls fix with the software update if not give update don't buy this phone anymoreREAD MORE,2
Brilliant,Excellent 👍 Value for moneyREAD MORE,5
Very Good,"Only heat issue , by the way its  best phoneREAD MORE",4
Fabulous!,Superb phone I used 9 days smoothly and good performance heating fell some time video call and charging time battery backup dissent looking attractive display awesome so overall goodREAD MORE,5
Expected a better product,Over heating issue very bad phone front camera is not goodREAD MORE,2
Pretty good,Display - 5/5Battery - 3/5Porformance- 4/5Camera-4/5Design - 5/5In hand feeling is mind-blowing🔥🔥🔥READ MORE,4
Simply awesome,Excellent productREAD MORE,5
Classy product,Ntg to say Regarding Phone ... simply Awsome ❤️❤️READ MORE,5
Good,Powerfull phoneREAD MORE,5
Terrific,AmagingREAD MORE,5
Just okay,Battery need to optimisation more....Slim body 👍👍👍Camera Avg Motorola gestures awesome 👍👍👍READ MORE,3
Wonderful,It's a nice phone (after using 10 days ) . The only thing is not enough is camera. It's okay but not extra ordinary. Otherwise it's a nice phone for everythingREAD MORE,4
Brilliant,GoodREAD MORE,5
Not good,Camera is not that good as compared to priceAnd this mobile is not waterproof it's speaker 🔊 is damageREAD MORE,2
Brilliant,"Writing this review after one month of use, device is simply great on this introductory price, looks very premium. Only one thing I am concern about is slightly heating issue that can be solved by software update. Further I think moto should include a screen protector sheet out of the box. Getting a good screen protector is really tough for 3d curved screen.READ MORE",5
Fair,Outstanding performanceREAD MORE,3
Fabulous!,Value for money but heating issue 😆READ MORE,5
Worth every penny,Look and working system really appreciate me so cordially I suggest to purchase this phone and thanks to Moto brand for making quality phone with water proof.Maximum lattest features also available guys in this phone so don't forget to purchase this phone  ❤️READ MORE,5
Must buy!,Verry good mobiles I like this fhonREAD MORE,5
Worth the money,Very good product..READ MORE,4
Wonderful,So good mobile in this priceREAD MORE,4
Great product,FantasticREAD MORE,5
Wonderful,"Overall good product , battery performance have to improveREAD MORE",4
Terrific,Good at this priceREAD MORE,5
Worth every penny,Best phone in this price rangeREAD MORE,5
Excellent,Awesome love it work smoothlyREAD MORE,5
Brilliant,Stylish design and slim mobile phoneREAD MORE,5
Mind-blowing purchase,Thank you Flipkart 😊READ MORE,5
Pretty good,Good mobileREAD MORE,4
Not recommended at all,Under water touch not work.Over heating at normal useREAD MORE,1
Just wow!,It is overall a very good phone for the offer price.READ MORE,5
Worth every penny,"Very good mobile, looks very nice, good for one hand use,display is very nice, sound quality top 1 speaker is slow voice,but sound is loud.READ MORE",5
Best in the market!,"Very Poor Battery Backup, no issues other than that. Very smooth working and good looking.READ MORE",5
Best in the market!,The bestREAD MORE,5
Great product,Best Motorola mobilesREAD MORE,5
Worth every penny,"Phone Design, Display and camera is awesome slightly heating issueOverall value for moneyREAD MORE",5
Classy product,Nice phone 📱📱📱READ MORE,5
Worth every penny,Superb QualityREAD MORE,5
Must buy!,All is goodREAD MORE,5
Really Nice,"Best mobile in the segment. Nice display , good camera , performance oriented processor. Overall nice product but not for gamersREAD MORE",4
Not recommended at all,Batry back up is poorREAD MORE,1
Awesome,"Phone is outstanding, no one phone can match this phone at this price.READ MORE",5
Worth every penny,"Camera Best Quality, Display, Processor,IP 68, Amazing Curved Display,... Total Features Outstanding PerformanceREAD MORE",5
Nice,Improve camera quality otherwise one of the best smartphone under 25k for daily users...❣️✨READ MORE,3
Fabulous!,This mobile is very good value for moneyREAD MORE,5
Really Nice,Super mobileREAD MORE,4
Best in the market!,Best smartphone in low budget value off many.READ MORE,5
Fabulous!,It's my 1st time experience with Motorola mobiles.. very good usefull for me. Good going Motorola....READ MORE,5
Wonderful,Like this productREAD MORE,5
Highly recommended,Osm product.camera is good show boosted colour.Performance are smooth.READ MORE,5
Good,Mainly the battery is worse and the camera is not as expectedREAD MORE,3
Perfect product!,Very good 👍READ MORE,5
Delightful,4 Day used phone Rating.1.  Camera - 4 / 52. Performance - 4 / 53. Design - 4 / 54. Battery - 4 / 5Overall good.But one issue screen protection not provided company.  Good delivery Thanks for Flipkart.READ MORE,4
Wonderful,Superb camera 💯Awesome display 💥Worth mobile under 25kREAD MORE,4
Must buy!,Good for general use onlyREAD MORE,5
Fair,Outstanding performanceREAD MORE,3
Fabulous!,Value for money but heating issue 😆READ MORE,5
Worth every penny,Look and working system really appreciate me so cordially I suggest to purchase this phone and thanks to Moto brand for making quality phone with water proof.Maximum lattest features also available guys in this phone so don't forget to purchase this phone  ❤️READ MORE,5
Must buy!,Verry good mobiles I like this fhonREAD MORE,5
Worth the money,Very good product..READ MORE,4
Wonderful,So good mobile in this priceREAD MORE,4
Great product,FantasticREAD MORE,5
Wonderful,"Overall good product , battery performance have to improveREAD MORE",4
Terrific,Good at this priceREAD MORE,5
Worth every penny,Best phone in this price rangeREAD MORE,5
Really Nice,It is the best phone at this price range. And I put it on the water and there is no problem with this phone. speakers are best in this and camera is above avg and the battery is performed like 3500mah. Left are good at this.READ MORE,4
Classy product,Nice phone 📱READ MORE,5
Fabulous!,NiceREAD MORE,5
Nice product,Front camrera was cheap and battery drain very fast Motorola please solve this issu through update overall display greater than expectedREAD MORE,4
Value-for-money,It's good.READ MORE,4
Pretty good,"Due to the curved display, there are few unintended touches a few times, a good back cover might resolve thisREAD MORE",4
Simply awesome,Best quality this phoneREAD MORE,5
Mind-blowing purchase,Very nice productREAD MORE,5
Simply awesome,Moto is best buy heating issue and camera good performance and battery is to goodREAD MORE,5
Wonderful,Nice cameraREAD MORE,4
Worth every penny,"Phone Design, Display and camera is awesome slightly heating issueOverall value for moneyREAD MORE",5
Classy product,Nice phone 📱📱📱READ MORE,5
Worth every penny,Superb QualityREAD MORE,5
Must buy!,All is goodREAD MORE,5
Really Nice,"Best mobile in the segment. Nice display , good camera , performance oriented processor. Overall nice product but not for gamersREAD MORE",4
Awesome,"Phone is outstanding, no one phone can match this phone at this price.READ MORE",5
Worth every penny,"Camera Best Quality, Display, Processor,IP 68, Amazing Curved Display,... Total Features Outstanding PerformanceREAD MORE",5
Nice,Improve camera quality otherwise one of the best smartphone under 25k for daily users...❣️✨READ MORE,3
Fabulous!,This mobile is very good value for moneyREAD MORE,5
Great product,Awesome mobileREAD MORE,5
Best in the market!,One of tha best phn in this amountREAD MORE,5
Pretty good,Good phone for normal usage.. not for heavy gamesREAD MORE,4
Must buy!,Amazing... ❤️🔥 all over things are very amazing... And display is 🔥🔥 fabulous.. Performance is also better and the slim body with light weight better for use ... There is no problem in using due to light weight. Camera is also very good display quality is better...And 144HZ refresh rate 🔥 very smooth work..All over things are very good...#motorola  Better one... edge 40 Neo.READ MORE,5
Does the job,Mobile was nice looking but mobile is full heat pls update the new oneREAD MORE,3
Does the job,Not performing like expecting.READ MORE,3
Terrific purchase,NiceREAD MORE,5
Value-for-money,Value for money phone - A classic allrounderGot the 8gb / 128 gb variant in exchange for my redmi note 7 pro during the big billion days . Got this for 16k . Got extra 1k off for credit card .The following are pros and cons :Pros : 1) Display is of good quality which is Po-led . The viewing angles are good due to curved display.2) Sound quality is amazing . The speakers are stereo and at lower volumes you get good output . Dolby Atmos works out of the box .3) Adaptive display is...READ MORE,4
Excellent,Nice phoneREAD MORE,5
Classy product,Over All best phone in this price rangeBut camera quality average and battery backup not look like 5000mah it's look like a 4000mah battery.This can be fixed through an software update if Motorola can fixed this problem then I think one of the best phone in this price rangeREAD MORE,5
Good quality product,Best phone qualtiy perfomance is bestREAD MORE,4
Classy product,Superb  package  at this price. A allrounder phone.READ MORE,5
Brilliant,It's too smooth and very slimREAD MORE,5
Classy product,The phone is awesome for multitasking or little bit heavy gamerREAD MORE,5
Worth every penny,GoodREAD MORE,5
Terrific purchase,GoodREAD MORE,5
Best in the market!,Loving this black Beauty 😍READ MORE,5
Terrific,Good 👍😊😊😊READ MORE,5
Wonderful,Awesome phoneREAD MORE,5
Just wow!,nice mobileREAD MORE,5
Brilliant,GoodREAD MORE,5
Wonderful,Nic look.READ MORE,4
Wonderful,"Amazing device.Solid display, above avg camera and battery tbh, but due to 68W charger, it doesn't feel like a big problem. All in all, recommend if you are an average user, and not a gamer.READ MORE",5
Worth the money,Nice camera 5/5🔥 display 5/5READ MORE,4
Mind-blowing purchase,Display is osam.. rear camera is really very goodBut battery backup okREAD MORE,5
Worth the money,Moto UIREAD MORE,4
Wonderful,Good productREAD MORE,4
Perfect product!,Nice phone and look is awesomeREAD MORE,5
Nice,Smart phone is good but there is only heating issue 😔READ MORE,3
Fair,Camera mainly front camera is not good. Poor quality Sound is very goodMain camera is ok but colour issue To colourful photos.Performance is nice . Battery backup is so less. Only 5 hour back upBut charging is fast.READ MORE,3
Worth every penny,Everything is perfect except batteryREAD MORE,5
Fabulous!,Good phone in 20k budget good display sleek design overall goodREAD MORE,4
Highly recommended,This is a all round phone best camera best gaming bestest display all rounder package in lowest costREAD MORE,5
Very Good,"This product is good for money, But main issue is heating problem😔, when you plug in charging and playing game that time mobile is heated, curve display is good . Overall it's good 😊.READ MORE",4
Worth every penny,It's awesome. Superb design and performace as well. Battery charging speed is also great. Camera  Anyone can go for it. Best under 25K segment.READ MORE,5
Fabulous!,After 1 week of use ... Everything looks superb 🔥READ MORE,5
Fabulous!,GoodREAD MORE,5
Very Good,Camera performance is good only down side not any had notice that Google maps app when you zoom in and zoom out it's get little slow and battery backup is good in 4g mode but in 5g mode is drain fastREAD MORE,4
Waste of money!,Camera worst over boasting colours when I try to scan QR not scanning properly because natural colour not showing and notification not getting properlyREAD MORE,1
Terrific,Good phone at this price rangeREAD MORE,5
Best in the market!,This is the best phone in its segment. No heating issue and camera quality and battery backup is great. All the earlier issues are also solved with September security patch updates.READ MORE,5
Worth every penny,Nice productREAD MORE,5
Wonderful,A bit of heating issue while charging and using for a long time it's a good Phone under 25kREAD MORE,4
Best in the market!,BestREAD MORE,5
Mind-blowing purchase,Best classREAD MORE,5
Fabulous!,Good 👍READ MORE,5
Great product,- Best camera- Best Display- Fast processer- Best Sensor - Charging quickly fast- Clean Android experience -  Value for moneyREAD MORE,5
Great product,I like it this price range mobile phone.READ MORE,5
Wonderful,Budget friendlyREAD MORE,4
Fabulous!,Overall best phone at this price one issue in this phone ( THE PHONE 📱 GETS HOT 🔥)READ MORE,5
Very Good,Everything is good but battery and heating issueREAD MORE,4
Must buy!,Good one Bt battery quality too poorREAD MORE,5
Brilliant,Value for money under 20k segment 👍READ MORE,5
Great product,Very nice 👍😍🥳READ MORE,5
Mind-blowing purchase,At this price point one of the best smart phone..good work by MotorolaREAD MORE,5
Worth the money,beast phone in this segement . camera is above average but not best but it can be fix by software update by motorola. rest all things are good like:display is best in tthis segement.design awsomebattery life is also goodno heating issuespeakers awsome.performance is also good for day to day taskcamera must improve by motrola company by giving software update.READ MORE,4
Really Nice,"Overall good phone with best camera, good performance and design but when it comes to battery as it is 5000mah backup could be more, for me it lost for 6 to 7hrs of screen on time.READ MORE",4
Really Nice,Very good phoneREAD MORE,4
Excellent,It is very nice mobileREAD MORE,5
Brilliant,AwesomeREAD MORE,5
Best in the market!,NiceREAD MORE,5
Really Nice,GoodREAD MORE,4
Super!,"Worth buying, Go for it 👌🏻👍🏻READ MORE",5
Fabulous!,"My review after one month usage-1. Display - Awesome (Need to be cautious, as protection might not be like Gorilla Glass 5, Victus)2. Sound - Super Awesome3. Camera- Okaish ( Use Gcam, which is running smoothly)4.Battery - Was very sceptical initially, as I had to sell my S21 FE ( Exynos) within 4 months,  just because of the battery drain problem. My work involves travelling and this one does the Job pretty well.(Minimum 6 hrs SOT)5. Performance/ Gaming - On casual use for Office goer...READ MORE",5
Brilliant,Good awesome curved displayREAD MORE,5
Fabulous!,Good phone in 20k budget good display sleek design overall goodREAD MORE,4
Highly recommended,This is a all round phone best camera best gaming bestest display all rounder package in lowest costREAD MORE,5
Very Good,"This product is good for money, But main issue is heating problem😔, when you plug in charging and playing game that time mobile is heated, curve display is good . Overall it's good 😊.READ MORE",4
Worth every penny,It's awesome. Superb design and performace as well. Battery charging speed is also great. Camera  Anyone can go for it. Best under 25K segment.READ MORE,5
Fabulous!,After 1 week of use ... Everything looks superb 🔥READ MORE,5
Fabulous!,GoodREAD MORE,5
Brilliant,"Affordable Phone,So goodREAD MORE",5
Very Good,Nice phoneREAD MORE,4
Brilliant,Very good 😊READ MORE,5
Just okay,The phone has heating issues ...it heats up even during normal usage....Battery is ok ok....expected better..Display is great though...Overall somewhat alright...I hope they improve the heating and battery.READ MORE,3
Worth every penny,Mobile are awesomeREAD MORE,5
Delightful,The phone is overall good at this price point The quality of display is good Speakers are fantasticBattery could have been more betterGood for normal usagePerformance is also good Phone side buttons are cheap plastic  and very tinyREAD MORE,4
Worth the money,A good phone under 20k but not so good for 25kREAD MORE,4
Really Nice,This is amazing product 🤩🤩Picture quality really awesome 👍😎READ MORE,4
Just wow!,Awesome mobileREAD MORE,5
Very Good,Product is good butdelivery is very badREAD MORE,4
Great product,Best phone in this price segment with best specificationsREAD MORE,5
Simply awesome,GoodREAD MORE,5
Terrific purchase,Good productREAD MORE,5
Brilliant,Best phone 📱READ MORE,5
Simply awesome,All is okREAD MORE,5
Super!,AmazingREAD MORE,5
Terrific,Superb phoneREAD MORE,5
Good quality product,Best phone Great battery 🔋 👌 Speakers are just impressive Camera is avg (for human photos)otherwise goodDisplay is fantastic 👏READ MORE,4
Wonderful,Complete perfect phoneREAD MORE,5
Pretty good,GoodREAD MORE,4
Simply awesome,Best phone looks to good 👍 profomens also good everything is to goodREAD MORE,5
Wonderful,Awesome product. Complete package in minimum cost.READ MORE,5
Terrific purchase,Day mode and Night mode       Outstanding phone 😍🥰READ MORE,5
Best in the market!,goodREAD MORE,5
Must buy!,Captures good imagesREAD MORE,4
Worth every penny,I will say just go for it. It will not disappoint you.READ MORE,5
Fabulous!,Good but battery not parformashREAD MORE,5
Worth every penny,"Overall Product is good,but selfie camera is averageREAD MORE",5
Awesome,Superb phone in all segmentREAD MORE,5
Super!,Moto on fire 🔥🔥 best phone in thish range . Flagship level smartphoneREAD MORE,5
Terrific purchase,"This device is very good ,n the processor is very good basically I'm a gamer , I can play games very smoothlyREAD MORE",5
Terrific,Very nice productREAD MORE,5
Terrific purchase,Fine product in best price !READ MORE,5
Fabulous!,Good 👍😊READ MORE,5
Not good,Somewhat Heating network auto drop both sim Airtel viREAD MORE,2
Worth every penny,Just Amazing 🤩Black Beauty looks attractive and premium Camera quality is very impressive Poled Screen stand out 10/10Clean SoftwareREAD MORE,5
Terrific,Nice phone at this cost. Nice display. Phone size is little bit long. Overall product is very good should be purchased.READ MORE,5
Pretty good,"Awesome product best display,sound,all featuresREAD MORE",4
Wonderful,Outstanding phone.Design 5/5Battery 5/5Camera 4/5Performance 5/5Thank u motoREAD MORE,5
Great product,Awesome phoneREAD MORE,5
Just wow!,Best mobile under 20kOnly one con camera performance PoorREAD MORE,5
Worth every penny,Sharing this review after 24 hrs of usage. The phone is a solid performer and is extremely handy.The battery is decent may be requires optimization considering 5000 mah it's not that great. Its a full day package.The display is awesome and the camera is average I'm not a big camera person so works for me.The performance of the device is satisfactory gets warm if u play bgmi but manageable.Overall happy with the purchase this is a decent phone for casual users.READ MORE,5
Best in the market!,Overall the phone is AmazingREAD MORE,5
Must buy!,Good productREAD MORE,5
Mind-blowing purchase,Best phone in this segmentREAD MORE,5
Super!,Very nice productREAD MORE,5
Fabulous!,Best product and priceREAD MORE,5
Delightful,Product Good but same problem Beatty dren fast and Cremea not goodREAD MORE,4
Terrific,Great phone in this price rangeREAD MORE,5
Does the job,This product are good in some features may be moto will update and resolveREAD MORE,3
Classy product,Product is good👌READ MORE,5
Great product,Nice phoneREAD MORE,5
Not good,selfie Camera poor quality any problem mobile heating issuesREAD MORE,1
Classy product,Review after 15 days of use just one thing phone is awesomeNo heating problemDecent camera performanceBattery life up to 7 hrs for normal useCharging speed is amazing full charge in 50minAmazing display and designAt this price of range phone is very goodREAD MORE,5
Wonderful,Awesome MotorolaREAD MORE,4
Worst experience ever!,"1.bettery is not for good 👍 quickly drain bettery and heating issue please fix this problem 😭😭 2.Three navigation buttons can't be make left to right, then this phone useless for a person who uses since while in that manners, this feature available in all phones. 3. delivery by ekart (inhouse Flipkart delivery) is wrost.READ MORE",1
Brilliant,"The phone is good, there is some battery drain issue and the phone gets a little hot even on normal usage, if you ignore it then the phone is fine.Display   5/5Design   5/5Camera  4.1/5Battery  4.1/5Front cam 3.5/5Charging  5/5Performance 4.3/5READ MORE",5
Slightly disappointed,Battery not goodREAD MORE,2
Classy product,Value for at 20kREAD MORE,5
Brilliant,All things are good but camera is not much as expected and also battery is draining is too fast like 5000mah is just a number..... performance is quite good and I loved the design also in-hand feel is so comfortable.READ MORE,5
Terrific purchase,Best camera Nyc mobileREAD MORE,5
Just wow!,Best smartphone in this price range.READ MORE,5
Classy product,Best phoneREAD MORE,5
Terrific purchase,"This device is very good ,n the processor is very good basically I'm a gamer , I can play games very smoothlyREAD MORE",5
Terrific,Very nice productREAD MORE,5
Terrific purchase,Fine product in best price !READ MORE,5
Fabulous!,Good 👍😊READ MORE,5
Worth every penny,Just Amazing 🤩Black Beauty looks attractive and premium Camera quality is very impressive Poled Screen stand out 10/10Clean SoftwareREAD MORE,5
Terrific,Nice phone at this cost. Nice display. Phone size is little bit long. Overall product is very good should be purchased.READ MORE,5
Pretty good,"Awesome product best display,sound,all featuresREAD MORE",4
Fabulous!,Best mobile in this price range in market must go for it. Loved it.READ MORE,5
Highly recommended,Super camera 📸🤳READ MORE,5
Terrific,Very nice phoneREAD MORE,5
Simply awesome,"The look and design are very premium, Very light weight and compact phoneREAD MORE",5
Delightful,"Every department of the phone is awesome except the battery life. Even when I use the 60hz option in the display, dark mode, 4G, and other recommended battery-saving options, the battery can't last for one day and must be charged twice a day.READ MORE",4
Nice product,Good productREAD MORE,4
Super!,Excellent phone value for money totally satisfied with this purchase ❤️READ MORE,5
Super!,Wow just wow my best phone everREAD MORE,5
Classy product,It's it's been a month I have been using this phone and it is worth the amount but battery backup feela very lessREAD MORE,5
Slightly disappointed,A Overhyped smartphone full of bugs and battery drain issueREAD MORE,3
Best in the market!,"Nice phone,i love it.READ MORE",5
Classy product,Product is good👌READ MORE,5
Great product,Nice phoneREAD MORE,5
Classy product,Review after 15 days of use just one thing phone is awesomeNo heating problemDecent camera performanceBattery life up to 7 hrs for normal useCharging speed is amazing full charge in 50minAmazing display and designAt this price of range phone is very goodREAD MORE,5
Wonderful,Awesome MotorolaREAD MORE,4
Brilliant,"The phone is good, there is some battery drain issue and the phone gets a little hot even on normal usage, if you ignore it then the phone is fine.Display   5/5Design   5/5Camera  4.1/5Battery  4.1/5Front cam 3.5/5Charging  5/5Performance 4.3/5READ MORE",5
Classy product,Value for at 20kREAD MORE,5
Brilliant,All things are good but camera is not much as expected and also battery is draining is too fast like 5000mah is just a number..... performance is quite good and I loved the design also in-hand feel is so comfortable.READ MORE,5
Simply awesome,After 7 days use...Moto edge 40 neo is osm....i mean hatke mobile camera sound display battery all are very very good in this price range ...only little bit hitting issue while you play game very long or play video for a long ..After all best best best mobile.....READ MORE,5
Not good,Notification problem can't fix with september patch update.. upset being a motorola loverREAD MORE,2
Excellent,very nice mobile 🖤🖤READ MORE,5
Very Good,"Everything is perfect, only heating issues is thereREAD MORE",4
Nice product,The only problem this phone has is heating. If this issue is fixed by update them this phone deserves 10/10 in this price. I am using this phone for 8 days.  Camera 10/9Looking 10/10   Touch 10/10     Battery 10/7READ MORE,4
Fair,"Everything is fine but battery drains very fast, very very poor battery performance, this phone has heating issue, camera is good; display is best part of this phone.READ MORE",3
Mind-blowing purchase,"The Motorola mobile impresses with its stunning design, immersive sound quality 🎵, and a silky-smooth high refresh rate display. The device's rear camera delivers exceptional results, but the front camera falls short 📸. Overall, it's a fantastic choice for those who prioritize aesthetics, audio, and fluid screen performance. 👌📱READ MORE",5
Worth every penny,Very nice productREAD MORE,5
Pretty good,Perfect phone but phone is heating issueREAD MORE,4
Fabulous!,Best mobile in this price range in market must go for it. Loved it.READ MORE,5
Highly recommended,Super camera 📸🤳READ MORE,5
Terrific,Very nice phoneREAD MORE,5
Simply awesome,"The look and design are very premium, Very light weight and compact phoneREAD MORE",5
Delightful,"Every department of the phone is awesome except the battery life. Even when I use the 60hz option in the display, dark mode, 4G, and other recommended battery-saving options, the battery can't last for one day and must be charged twice a day.READ MORE",4
Nice product,Good productREAD MORE,4
Super!,Excellent phone value for money totally satisfied with this purchase ❤️READ MORE,5
Super!,Wow just wow my best phone everREAD MORE,5
Classy product,It's it's been a month I have been using this phone and it is worth the amount but battery backup feela very lessREAD MORE,5
Perfect product!,This is a next level product from motorola..Close your eyes and go for it..Thanks Flipkart for the top notch and genuine product deliveryREAD MORE,5
Very Good,"I really loved the design and sightly disappointed with selfie cam bcoz it didn't have that much quality photos. Back camera is good in this pruce range. And that phone cover looks nice but easly broken in couple of use, better to buy a new one.READ MORE",4
Worth the money,Nice product 👍👍❤️READ MORE,4
